countryCode,name,toponymName
AF,라그만주,Wilāyat-e Laghmān
AF,쿤두즈주,Kunduz
AF,쿠나르주,Wilāyat-e Kunaṟ
AF,카불주,Wilāyat-e Kābul
AF,주즈잔주,Wilāyat-e Jowzjān
AF,Parwān,Parwān
AF,팍티카주,Wilāyat-e Paktīkā
AF,팍티야 주,Wilāyat-e Paktiyā
AF,우루즈간주,Uruzgān
AF,낭가르하르주,Nangarhār
AF,카피사주,Wilāyat-e Kāpīsā
AF,사망간주,Samangān
AF,바미안주,Wilāyat-e Bāmyān
AF,발흐주,Balkh
AF,호스트주,Velāyat-e Khowst
AF,누리스탄주,Velāyat-e Nūrestān
AF,바글란주,Wilāyat-e Baghlān
AF,바드기스주,Bādghīs
AF,자불주,Wilāyat-e Zābul
AF,사르이폴주,Sar-e Pul
AF,Wardak,Wardak
AF,타하르주,Wilāyat-e Takhār
AF,다이쿤디주,Daykundi Province
AF,판지시르주,Panjshir
CK,Aitutaki,Aitutaki
CK,Atiu,Atiu
CK,Mangaia,Mangaia
CK,Manihiki,Manihiki
CK,Ma'uke,Ma'uke
CK,Mitiaro,Mitiaro
CK,Palmerston,Palmerston
CK,Penrhyn,Penrhyn
CK,Pukapuka,Pukapuka
CK,Rakahanga,Rakahanga
CK,Rarotonga,Rarotonga
GB,잉글랜드,England
GB,Wales,Wales
GB,북아일랜드,Northern Ireland
GB,스코틀랜드,Scotland
JE,Saint Clement,Saint Clement
JE,Saint Saviour,Saint Saviour
JE,Saint Brelade,Saint Brelade
JE,Grouville,Grouville
JE,Saint Mary,Saint Mary
JE,Saint Lawrence,Saint Lawrence
JE,Saint Peter,Saint Peter
JE,Saint Ouen,Saint Ouen
JE,Saint John,Saint John
JE,Trinity,Trinity
JE,Saint Martin,Saint Martin
JE,Saint Helier,Saint Helier
GG,Saint Pierre du Bois,Saint Pierre du Bois
GG,Torteval,Torteval
GG,Saint Saviour,Saint Saviour
GG,Forest,Forest
GG,Saint Martin,Saint Martin
GG,Saint Andrew,Saint Andrew
GG,Saint Peter Port,Saint Peter Port
GG,Castel,Castel
GG,Vale,Vale
GG,Saint Sampson,Saint Sampson
IM,Andreas,Andreas
IM,Arbory,Arbory
IM,Bride,Bride
IM,Castletown,Castletown
IM,Douglas,Douglas
IM,Jurby,Jurby
IM,Laxey,Laxey
IM,Lezayre,Lezayre
IM,Malew,Malew
IM,Marown,Marown
IM,Maughold,Maughold
IM,Michael,Michael
IM,Onchan,Onchan
IM,Patrick,Patrick
IM,Peel,Peel
IM,Port Erin,Port Erin
IM,Port St Mary,Port St Mary
IM,Ramsey,Ramsey
IM,Rushen,Rushen
GG,Alderney,Alderney
ZM,North-Western Province,North-Western Province
ZM,서부주,Western Province
ZM,중부 주,Central Province
ZM,무칭가주,Muchinga Province
ZM,북부주,Northern Province
ZM,루사카주,Lusaka Province
ZM,루아풀라주,Luapula Province
ZM,동부주,Eastern Province
ZM,코퍼벨트주,Copperbelt Province
ZM,남부주,Southern Province
FI,라피 지역,Lapland
FI,카이누 지역,Kainuu
FI,북포흐얀마 지역,Pohjois-Pohjanmaa
FI,포흐얀마 지역,Pohjanmaa
FI,북카리알라 지역,Pohjois-Karjala
FI,중부 포흐얀마 지역,Keski-Pohjanmaa
FI,남포흐얀마 지역,South Ostrobothnia
FI,북사보 지역,Pohjois-Savo
FI,남사보 지역,Southern Savonia
FI,South Karelia Region,South Karelia Region
FI,퀴멘락소 지역,Kymenlaakso
FI,피르칸마 지역,Pirkanmaa
FI,칸타헤메 지역,Kanta-Häme
FI,남서수오미 지역,Varsinais-Suomi
FI,우시마 지역,Uusimaa
FI,Paijat-Hame Region,Paijat-Hame Region
FI,사타쿤타 지역,Satakunta
AX,Ålands skärgård,Ålands skärgård
FI,Central Finland,Central Finland
AX,Mariehamns stad,Mariehamns stad
AX,Ålands landsbygd,Ålands landsbygd
NE,틸라베리주,Tillaberi Region
NE,잔데르 주,Zinder
NE,디파주,Diffa
NE,타우아주,Tahoua
NE,아가데즈주,Agadez
NE,도소주,Dosso Region
NE,마라디주,Maradi
NE,Niamey,Niamey
TK,Nukunonu,Nukunonu
TK,Atafu,Atafu
TK,Fakaofo,Fakaofo
GW,톰발리 주,Tombali
GW,키나라 주,Quinara
GW,Oio Region,Oio Region
GW,Gabú,Gabú
GW,Cacheu Region,Cacheu Region
GW,볼라마 주,Bolama
GW,Bissau Region,Bissau Region
GW,비옴부 주,Biombo
GW,Bafatá,Bafatá
AZ,고란보이구,Goranboy Rayon
AZ,이스마이을르구,Ismayilli Rayon
AZ,샤브란구,Shabran Rayon
AZ,발라켄구,Balakan Rayon
AZ,베르데 구,Barda Rayon
AZ,Baku City,Baku City
AZ,Ganja City,Ganja City
AZ,Mingacevir City,Mingacevir City
AZ,Gobustan Rayon,Gobustan Rayon
AZ,Yevlakh City,Yevlakh City
AZ,아흐수구,Aghsu Rayon
AZ,토부스구,Tovuz Rayon
AZ,퀴르데미르구,Kurdamir Rayon
AZ,게벨레구,Qabala Rayon
AZ,구사르구,Qusar Rayon
AZ,Shusha,Shusha
AZ,호자벤트구,Khojavend District
AZ,마살르구,Masally District
AZ,퓌줄리구,Fizuli Rayon
AZ,제브라이을구,Jabrayil District
AZ,젤릴라바트구,Jalilabad
AZ,아스타라구,Astara District
AZ,Saatly Rayon,Saatly Rayon
AZ,켈베제르구,Kalbajar District
AZ,Qazakh Rayon,Qazakh Rayon
AZ,Qakh Rayon,Qakh Rayon
AZ,Goychay Rayon,Goychay Rayon
AZ,Dashkasan Rayon,Dashkasan Rayon
AZ,Aghstafa Rayon,Aghstafa Rayon
AZ,Naftalan City,Naftalan City
AZ,Samukh Rayon,Samukh Rayon
AZ,Shaki city,Shaki city
AZ,Siazan Rayon,Siazan Rayon
AZ,Sumqayit City,Sumqayit City
AZ,Khizi Rayon,Khizi Rayon
AZ,Hajigabul Rayon,Hajigabul Rayon
AZ,게데베이구,Gadabay Rayon
AZ,Zardab Rayon,Zardab Rayon
AZ,자가탈라구,Zaqatala Rayon
AZ,Yevlakh Rayon,Yevlakh Rayon
AZ,Oghuz Rayon,Oghuz Rayon
AZ,Absheron Rayon,Absheron Rayon
AZ,Aghdash Rayon,Aghdash Rayon
AZ,Ujar Rayon,Ujar Rayon
AZ,Shamakhi Rayon,Shamakhi Rayon
AZ,Shaki Rayon,Shaki Rayon
AZ,Shamkir Rayon,Shamkir Rayon
AZ,Quba Rayon,Quba Rayon
AZ,Goygol Rayon,Goygol Rayon
AZ,Khachmaz Rayon,Khachmaz Rayon
AZ,Aghjabadi Rayon,Aghjabadi Rayon
AZ,Aghdam Rayon,Aghdam Rayon
AZ,Shirvan,Shirvan
AZ,Lankaran Sahari,Lankaran Sahari
AZ,테르테르구,Tartar Rayon
AZ,Xankandi Sahari,Xankandi Sahari
AZ,Neftchala Rayon,Neftchala Rayon
AZ,나히체반,Nakhchivan Autonomous Republic
AZ,레리크구,Lerik Rayon
AZ,Lankaran Rayon,Lankaran Rayon
AZ,Laçın Rayonu,Laçın Rayonu
AZ,Qubadli Rayon,Qubadli Rayon
AZ,Imishli Rayon,Imishli Rayon
AZ,Xocalı Rayonu,Xocalı Rayonu
AZ,Beylagan Rayon,Beylagan Rayon
AZ,젠길란구,Zangilan Rayon
AZ,야르듬르구,Yardymli Rayon
AZ,Şuşa Rayonu,Şuşa Rayonu
AZ,살리안구,Salyan Rayon
AZ,사비라바트구,Sabirabad Rayon
AZ,빌레수바르구,Bilasuvar Rayon
RE,레위니옹,Réunion
DJ,타주라주,Tadjourah
DJ,오보크주,Obock
DJ,디킬주,Dikhil
DJ,아르타주,Arta Region
DJ,Djibouti Region,Djibouti Region
DJ,알리사비에주,Ali Sabieh Region
KP,咸鏡南道,South Hamgyong
KP,평양직할시,Pyongyang
KP,平南,South Pyongan
KP,平北,North Pyongan
KP,강원도,Kangwŏn-do
KP,黃南,Hwanghae-namdo
KP,黃北,Hwanghae-bukto
KP,慈江,Chagang-do
KP,兩江,Ryanggang
KP,라선특별시,Rason
KP,咸北,North Hamgyong Province
KP,Nampo,Nampo
KP,Kaesong,Kaesong
MU,Grand Port District,Grand Port District
MU,Flacq District,Flacq District
MU,Black River District,Black River District
MU,Savanne District,Savanne District
MU,Rivière du Rempart District,Rivière du Rempart District
MU,Port Louis District,Port Louis District
MU,Plaines Wilhems District,Plaines Wilhems District
MU,Pamplemousses District,Pamplemousses District
MU,Moka District,Moka District
MU,Cargados Carajos,Cargados Carajos
MU,Agalega Islands,Agalega Islands
MU,로드리게스섬,Rodrigues
MS,Parish of Saint Peter,Parish of Saint Peter
MS,Parish of Saint Georges,Parish of Saint Georges
MS,Parish of Saint Anthony,Parish of Saint Anthony
VI,Saint Croix Island,Saint Croix Island
VI,Saint John Island,Saint John Island
VI,Saint Thomas Island,Saint Thomas Island
CO,비차다주,Departamento del Vichada
CO,Departamento del Caquetá,Departamento del Caquetá
CO,아마소나스주,Amazonas
CO,라과히라주,Departamento de La Guajira
CO,우일라주,Departamento del Huila
CO,과비아레주,Departamento del Guaviare
CO,과이니아주,Departamento del Guainía
CO,쿤디나마르카주,Departamento de Cundinamarca
CO,Departamento de Córdoba,Departamento de Córdoba
CO,Departamento del Chocó,Departamento del Chocó
CO,세사르주,Departamento del Cesar
CO,카우카주,Departamento del Cauca
CO,카사나레주,Departamento de Casanare
CO,톨리마주,Departamento de Tolima
CO,산탄데르주,Departamento de Santander
CO,푸투마요주,Departamento del Putumayo
CO,노르테데산탄데르주,Departamento de Norte de Santander
CO,Departamento de Nariño,Departamento de Nariño
CO,메타주,Departamento del Meta
CO,마그달레나주,Departamento del Magdalena
CO,Departamento del Vaupés,Departamento del Vaupés
CO,바예델카우카주,Departamento del Valle del Cauca
CO,Departamento de Boyacá,Departamento de Boyacá
CO,Departamento de Bolívar,Departamento de Bolívar
CO,안티오키아주,Departamento de Antioquia
CO,수크레주,Departamento de Sucre
CO,"Providencia y Santa Catalina, Departamento de Archipiélago de San Andrés","Providencia y Santa Catalina, Departamento de Archipiélago de San Andrés"
CO,리사랄다주,Departamento de Risaralda
CO,킨디오주,Quindío Department
CO,칼다스주,Departamento de Caldas
CO,Distrito Capital de Bogotá,Distrito Capital de Bogotá
CO,Departamento del Atlántico,Departamento del Atlántico
CO,아라우카주,Departamento de Arauca
GR,중부 그리스 주,Central Greece
GR,이오니아 제도 주,Ionian Islands
GR,북부 에게 주,North Aegean
GR,남부 에게 주,South Aegean
GR,아토스 산,Mount Athos
GR,아티키 주,Attica
GR,중부 마케도니아 주,Central Macedonia
GR,크리티 주,Crete
GR,동부 마케도니아와 트라키 주,Eastern Macedonia and Thrace
GR,이피로스 주,Epirus
GR,펠로폰니소스 주,Peloponnese
GR,테살리아 주,Thessaly
GR,서부 그리스 주,Western Greece
GR,서부 마케도니아 주,Western Macedonia
HR,자그레브 주,Zagreb County
HR,벨로바르빌로고라 주,Bjelovar-Bilogora County
HR,브로드포사비나 주,Brod-Posavina County
HR,두브로브니크네레트바 주,Dubrovnik-Neretva County
HR,이스트라 주,Istria County
HR,카를로바츠 주,Karlovac County
HR,코프리브니차크리제브치 주,Koprivnica-Križevci County
HR,크라피나자고례 주,Krapina-Zagorje County
HR,리카센 주,Lika-Senj County
HR,메지무례 주,Međimurje County
HR,오시예크바라냐 주,Osijek-Baranja County
HR,포제가슬라보니아 주,Požega-Slavonia County
HR,프리모례고르스키코타르 주,Primorje-Gorski Kotar County
HR,시베니크크닌 주,Šibenik-Knin County
HR,시사크모슬라비나 주,Sisak-Moslavina County
HR,스플리트달마티아 주,Split-Dalmatia County
HR,바라주딘 주,Varaždin County
HR,부코바르스리옘 주,Vukovar-Srijem County
HR,자다르 주,Zadar County
HR,자그레브 직할시,City of Zagreb
HR,비로비티차포드라비나 주,Virovitica-Podravina County
MA,Drâa-Tafilalet,Drâa-Tafilalet
MA,오리앙탈 지방,Oriental
MA,Fès-Meknès,Fès-Meknès
MA,Béni Mellal-Khénifra,Béni Mellal-Khénifra
MA,Marrakesh-Safi,Marrakesh-Safi
MA,Souss-Massa,Souss-Massa
MA,Guelmim-Oued Noun,Guelmim-Oued Noun
MA,Tanger-Tetouan-Al Hoceima,Tanger-Tetouan-Al Hoceima
MA,Rabat-Salé-Kénitra,Rabat-Salé-Kénitra
MA,Casablanca-Settat,Casablanca-Settat
MA,Laâyoune-Sakia El Hamra,Laâyoune-Sakia El Hamra
MA,Dakhla-Oued Ed-Dahab,Dakhla-Oued Ed-Dahab
DZ,와르글라 주,Wilaya de Ouargla
DZ,일리지주,Illizi
DZ,틴두프주,Wilaya de Tindouf
DZ,타만라세트주,Wilaya de Tamanrasset
DZ,Bordj Badji Mokhtar,Bordj Badji Mokhtar
DZ,Beni Abbes,Beni Abbes
DZ,In Guezzam,In Guezzam
DZ,In Salah,In Salah
DZ,Djanet,Djanet
DZ,라구아트주,Wilaya de Laghouat
DZ,엘웨드 주,El Oued
DZ,엘바야드주,El Bayadh
DZ,젤파주,Wilaya de Djelfa
DZ,나마주,Wilaya de Naama
DZ,베샤르주,Wilaya de Béchar
DZ,Timimoun,Timimoun
DZ,El Menia,El Menia
DZ,수크아라스주,Wilaya de Souk Ahras
DZ,스키크다 주,Wilaya de Skikda
DZ,시디벨아베스주,Wilaya de Sidi Bel Abbès
DZ,세티프주,Wilaya de Sétif
DZ,Wilaya de Saïda,Wilaya de Saïda
DZ,밀라주,Wilaya de Mila
DZ,Wilaya de Médéa,Wilaya de Médéa
DZ,마스카라주,Wilaya de Mascara
DZ,콩스탕틴주,Wilaya de Constantine
DZ,슐레프주,Wilaya de Chlef
DZ,Wilaya de Boumerdes,Wilaya de Boumerdes
DZ,부이라주,Wilaya de Bouira
DZ,보르즈부아레리즈주,Wilaya de Bordj Bou Arréridj
DZ,블리다주,Wilaya de Blida
DZ,비스크라주,Wilaya de Biskra
DZ,Wilaya de Ghardaïa,Wilaya de Ghardaïa
DZ,엘타르프주,El Tarf
DZ,렐리잔주,Wilaya de Relizane
DZ,움엘부아기주,Oum el Bouaghi
DZ,오랑주,Oran
DZ,음실라주,M’sila
DZ,모스타가넴주,Wilaya de Mostaganem
DZ,Wilaya de Bejaïa,Wilaya de Bejaïa
DZ,바트나주,Wilaya de Batna
DZ,안나바주,Annaba
DZ,알제주,Wilaya d’ Alger
DZ,아인테무셴트주,Wilaya de Aïn Temouchent
DZ,아인데플라주,Wilaya de Aïn Defla
DZ,켄셸라주,Wilaya de Khenchela
DZ,지젤주,Wilaya de Jijel
DZ,겔마주,Wilaya de Guelma
DZ,틀렘센주,Wilaya de Tlemcen
DZ,티지우주주,Wilaya de Tizi Ouzou
DZ,티셈실트주,Wilaya de Tissemsilt
DZ,Wilaya de Tipaza,Wilaya de Tipaza
DZ,티아레트 주,Wilaya de tiaret kabas
DZ,테베사주,Wilaya de Tébessa
DZ,Touggourt,Touggourt
DZ,El Mghair,El Mghair
DZ,Ouled Djellal,Ouled Djellal
DZ,아드라르주,Adrar
NL,림뷔르흐 주,Provincie Limburg
NL,오버레이설 주,Provincie Overijssel
NL,노르트홀란트 주,Provincie Noord-Holland
NL,노르트브라반트주,Provincie Noord-Brabant
NL,흐로닝언 주,Provincie Groningen
NL,헬데를란트 주,Provincie Gelderland
NL,프리슬란트 주,Provincie Friesland
NL,드렌터 주,Provincie Drenthe
NL,플레볼란트 주,Provincie Flevoland
NL,위트레흐트 주,Provincie Utrecht
NL,자위트홀란트주,Provincie Zuid-Holland
NL,제일란트 주,Provincie Zeeland
SD,북쿠르두판주,North Kordofan
SD,알자지라주,Al Jazirah State
SD,백나일주,White Nile
SD,청나일주,Blue Nile
SD,남다르푸르주,South Darfur
SD,동다르푸르주,East Darfur
SD,홍해주,Red Sea
SD,알카다리프주,Al Qadarif State
SD,서다르푸르주,Sultanate Dar Massalit
SD,서쿠르두판주,West Kordofan State
SD,남쿠르두판주,South Kordofan
SD,카살라주,Kassala State
SD,나일주,River Nile
SD,북다르푸르주,North Darfur
SD,센나르주,Sennar
SD,북부주,Northern
SD,하르툼주,Khartoum
SD,중앙다르푸르주,Central Darfur State
FJ,동부구,Eastern Division
FJ,서부구,Western Division
FJ,북부구,Northern Division
FJ,중부구,Central Division
FJ,로투마,Rotuma
LI,Vaduz,Vaduz
LI,트리젠베르크,Triesenberg
LI,트리젠,Triesen
LI,Schellenberg,Schellenberg
LI,샨,Schaan
LI,루겔,Ruggell
LI,Planken,Planken
LI,마우렌,Mauren
LI,감프린,Gamprin
LI,에셴,Eschen
LI,Balzers,Balzers
NP,Bagmati Province,Bagmati Province
NP,Gandaki Pradesh,Gandaki Pradesh
NP,Lumbini Province,Lumbini Province
NP,Karnali Province,Karnali Province
NP,Sudurpashchim Pradesh,Sudurpashchim Pradesh
NP,Koshi,Koshi
NP,Madhesh,Madhesh
PR,Adjuntas,Adjuntas
PR,Aguadilla,Aguadilla
PR,Aguas Buenas,Aguas Buenas
PR,Aibonito,Aibonito
PR,Añasco,Añasco
PR,Arecibo,Arecibo
PR,Barceloneta,Barceloneta
PR,Bayamón Municipio,Bayamón Municipio
PR,Cabo Rojo Municipio,Cabo Rojo Municipio
PR,Caguas Municipio,Caguas Municipio
PR,Camuy Municipio,Camuy Municipio
PR,Canóvanas Municipio,Canóvanas Municipio
PR,Carolina Municipio,Carolina Municipio
PR,Cataño Municipio,Cataño Municipio
PR,Cayey Municipio,Cayey Municipio
PR,Ceiba Municipio,Ceiba Municipio
PR,Ciales Municipio,Ciales Municipio
PR,Cidra Municipio,Cidra Municipio
PR,Coamo Municipio,Coamo Municipio
PR,Comerío Municipio,Comerío Municipio
PR,Corozal Municipio,Corozal Municipio
PR,Dorado Municipio,Dorado Municipio
PR,Fajardo Municipio,Fajardo Municipio
PR,Florida Municipio,Florida Municipio
PR,Guánica Municipio,Guánica Municipio
PR,Guayama Municipio,Guayama Municipio
PR,Guayanilla Municipio,Guayanilla Municipio
PR,Guaynabo Municipio,Guaynabo Municipio
PR,Gurabo Municipio,Gurabo Municipio
PR,Hatillo Municipio,Hatillo Municipio
PR,Hormigueros Municipio,Hormigueros Municipio
PR,Humacao Municipio,Humacao Municipio
PR,Municipio de Isabela,Municipio de Isabela
PR,Municipio de Jayuya,Municipio de Jayuya
PR,Juana Díaz Municipio,Juana Díaz Municipio
PR,Municipio de Juncos,Municipio de Juncos
PR,Lajas Municipio,Lajas Municipio
PR,Lares Municipio,Lares Municipio
PR,Las Marías Municipio,Las Marías Municipio
PR,Las Piedras Municipio,Las Piedras Municipio
PR,Loíza Municipio,Loíza Municipio
PR,Luquillo Municipio,Luquillo Municipio
PR,Manatí Municipio,Manatí Municipio
PR,Maricao Municipio,Maricao Municipio
PR,Maunabo Municipio,Maunabo Municipio
PR,Mayagüez Municipio,Mayagüez Municipio
PR,Moca Municipio,Moca Municipio
PR,Morovis Municipio,Morovis Municipio
PR,Naguabo Municipio,Naguabo Municipio
PR,Naranjito Municipio,Naranjito Municipio
PR,Orocovis Municipio,Orocovis Municipio
PR,Patillas Municipio,Patillas Municipio
PR,Peñuelas Municipio,Peñuelas Municipio
PR,Ponce Municipio,Ponce Municipio
PR,Rincón Municipio,Rincón Municipio
PR,Quebradillas Municipio,Quebradillas Municipio
PR,Río Grande Municipio,Río Grande Municipio
PR,Sabana Grande Municipio,Sabana Grande Municipio
PR,Salinas Municipio,Salinas Municipio
PR,San Germán Municipio,San Germán Municipio
PR,San Juan,San Juan
PR,San Lorenzo Municipio,San Lorenzo Municipio
PR,San Sebastián Municipio,San Sebastián Municipio
PR,Santa Isabel Municipio,Santa Isabel Municipio
PR,Toa Alta Municipio,Toa Alta Municipio
PR,Toa Baja Municipio,Toa Baja Municipio
PR,Trujillo Alto Municipio,Trujillo Alto Municipio
PR,Utuado Municipio,Utuado Municipio
PR,Vega Alta Municipio,Vega Alta Municipio
PR,Vega Baja Municipio,Vega Baja Municipio
PR,Villalba Municipio,Villalba Municipio
PR,Yabucoa Municipio,Yabucoa Municipio
PR,Yauco Municipio,Yauco Municipio
PR,Vieques Municipality,Vieques Municipality
PR,Aguada,Aguada
PR,Arroyo,Arroyo
PR,Barranquitas,Barranquitas
PR,Culebra Municipio,Culebra Municipio
GE,크베모카르틀리 주,Kvemo Kartli
GE,카헤티 주,Kakheti
GE,구리아 주,Guria
GE,이메레티주,Imereti
GE,시다카르틀리 주,Shida Kartli
GE,므츠헤타므티아네티 주,Mtskheta-Mtianeti
GE,라차레츠후미크베모스바네티 주,Racha-Lechkhumi and Kvemo Svaneti
GE,사메그렐로제모스바네티 주,Samegrelo-Zemo Svanetis Mkhare
GE,삼츠헤자바헤티 주,Samtskhe-Javakheti
GE,압하스,Abkhazia
GE,트빌리시,K'alak'i T'bilisi
GE,아자리야 공화국,Adjara
PK,발루치스탄주,Balochistan
PK,신드주,Sindh
PK,펀자브주,Punjab Province
PK,카이베르파크툰크와주,Khyber Pakhtunkhwa Province
PK,이슬라마바드 수도권,Islamabad
PK,아자드 카슈미르,Azad Jammu and Kashmir
PK,길기트발티스탄,Gilgit-Baltistan
MC,Commune de Monaco,Commune de Monaco
BW,크갈라가디구,Kgalagadi District
BW,중부구,Central District
BW,남부구,Southern District
BW,북서부구,North West District
BW,퀘넹구,Kweneng District
BW,간지구,Ghanzi District
BW,South East District,South East District
BW,North East District,North East District
BW,크가틀렝구,Kgatleng District
BW,Chobe District,Chobe District
BW,City of Francistown,City of Francistown
BW,Gaborone,Gaborone
BW,Jwaneng,Jwaneng
BW,Lobatse,Lobatse
BW,Selibe Phikwe,Selibe Phikwe
BW,Sowa Town,Sowa Town
LB,Mohafazat Nabatîyé,Mohafazat Nabatîyé
LB,Mohafazat Mont-Liban,Mohafazat Mont-Liban
LB,Beyrouth,Beyrouth
LB,Mohafazat Liban-Nord,Mohafazat Liban-Nord
LB,남부주,Mohafazat Liban-Sud
LB,Mohafazat Béqaa,Mohafazat Béqaa
LB,Mohafazat Aakkâr,Mohafazat Aakkâr
LB,바알베크헤르멜주,Mohafazat Baalbek-Hermel
PG,Bougainville,Bougainville
PG,뉴아일랜드주,New Ireland Province
PG,밀른베이주,Milne Bay Province
PG,서부주,Western Province
PG,오로주,Northern Province
PG,모로베주,Morobe Province
PG,마누스주,Manus Province
PG,마당주,Madang Province
PG,서던하일랜즈 주,Southern Highlands Province
PG,산다운주,West Sepik Province
PG,걸프주,Gulf Province
PG,동세픽주,East Sepik Province
PG,동뉴브리튼주,East New Britain Province
PG,중앙주,Central Province
PG,서뉴브리튼주,West New Britain Province
PG,National Capital District,National Capital District
PG,엥가주,Enga Province
PG,이스턴하일랜즈 주,Eastern Highlands Province
PG,심부주,Chimbu Province
PG,웨스턴하일랜즈 주,Western Highlands Province
PG,헬라주,Hela
PG,지와카주,Jiwaka
YT,Acoua,Acoua
YT,Bandraboua,Bandraboua
YT,Bandrele,Bandrele
YT,Bouéni,Bouéni
YT,Chiconi,Chiconi
YT,Chirongui,Chirongui
YT,Dembeni,Dembeni
YT,Dzaoudzi,Dzaoudzi
YT,Kani-Kéli,Kani-Kéli
YT,Koungou,Koungou
YT,Mamoudzou,Mamoudzou
YT,Mtsamboro,Mtsamboro
YT,M'Tsangamouji,M'Tsangamouji
YT,Ouangani,Ouangani
YT,Pamandzi,Pamandzi
YT,Sada,Sada
YT,Tsingoni,Tsingoni
DO,Provincia de Santiago Rodríguez,Provincia de Santiago Rodríguez
DO,산티아고주,Provincia de Santiago
DO,산페드로데마코리스주,Provincia de San Pedro de Macorís
DO,산후안주,Provincia de San Juan
DO,Provincia de San Cristóbal,Provincia de San Cristóbal
DO,Provincia Sánchez Ramírez,Provincia Sánchez Ramírez
DO,사마나주,Samaná Province
DO,Provincia de Hermanas Mirabal,Provincia de Hermanas Mirabal
DO,푸에르토플라타주,Provincia de Puerto Plata
DO,Provincia de Peravia,Provincia de Peravia
DO,페데르날레스주,Provincia de Pedernales
DO,국가 지구,Distrito Nacional
DO,몬테플라타주,Provincia de Monte Plata
DO,몬테크리스티주,Provincia de Monte Cristi
DO,Provincia de Monseñor Nouel,Provincia de Monseñor Nouel
DO,Provincia María Trinidad Sánchez,Provincia María Trinidad Sánchez
DO,Provincia de La Vega,Provincia de La Vega
DO,라로마나주,Provincia de La Romana
DO,라알타그라시아주,Provincia de La Altagracia
DO,인데펜덴시아주,Provincia de Independencia
DO,아토마요르주,Provincia de Hato Mayor
DO,에스파이야트주,Provincia Espaillat
DO,Provincia de El Seibo,Provincia de El Seibo
DO,Provincia de Elías Piña,Provincia de Elías Piña
DO,두아르테주,Provincia Duarte
DO,Provincia de Dajabón,Provincia de Dajabón
DO,바라오나주,Provincia de Barahona
DO,바오루코주,Provincia de Baoruco
DO,아수아주,Provincia de Azua
DO,발베르데주,Provincia de Valverde
DO,Provincia de San José de Ocoa,Provincia de San José de Ocoa
DO,산토도밍고주,Provincia de Santo Domingo
QA,Baladīyat ash Shamāl,Baladīyat ash Shamāl
QA,알코르,Baladīyat al Khawr wa adh Dhakhīrah
QA,움살랄,Baladīyat Umm Şalāl
QA,Baladīyat ar Rayyān,Baladīyat ar Rayyān
QA,Baladīyat ad Dawḩah,Baladīyat ad Dawḩah
QA,Al Wakrah,Al Wakrah
QA,알다옌,Baladīyat az̧ Z̧a‘āyin
QA,Al-Shahaniya,Al-Shahaniya
MG,Diana Region,Diana Region
MG,Sava Region,Sava Region
MG,Sofia Region,Sofia Region
MG,Analanjirofo Region,Analanjirofo Region
MG,Boeny Region,Boeny Region
MG,Betsiboka Region,Betsiboka Region
MG,Alaotra Mangoro Region,Alaotra Mangoro Region
MG,Melaky Region,Melaky Region
MG,Atsinanana Region,Atsinanana Region
MG,Menabe Region,Menabe Region
MG,Ihorombe Region,Ihorombe Region
MG,Anosy Region,Anosy Region
MG,Atsimo-Andrefana Region,Atsimo-Andrefana Region
MG,Bongolava Region,Bongolava Region
MG,Vakinankaratra Region,Vakinankaratra Region
MG,Itasy Region,Itasy Region
MG,Analamanga Region,Analamanga Region
MG,Amoron'i Mania Region,Amoron'i Mania Region
MG,Haute Matsiatra Region,Haute Matsiatra Region
MG,Atsimo-Atsinanana Region,Atsimo-Atsinanana Region
MG,Androy Region,Androy Region
MG,Fitovinany Region,Fitovinany Region
MG,Vatovavy Region,Vatovavy Region
IN,서벵골 주,West Bengal
IN,차티스가르 주,State of Chhattīsgarh
IN,자르칸드 주,State of Jhārkhand
IN,State of Uttarākhand,State of Uttarākhand
IN,비하르 주,State of Bihar
IN,아삼 주,Assam
IN,안드라프라데시 주,State of Andhra Pradesh
IN,안다만 니코바르 제도,Union Territory of Andaman and Nicobar Islands
IN,State of Odisha,State of Odisha
IN,라자스탄 주,State of Rājasthān
IN,펀자브 주,State of Punjab
IN,푸두체리,Union Territory of Puducherry
IN,마하라슈트라 주,State of Mahārāshtra
IN,마디아프라데시 주,Madhya Pradesh
IN,Union Territory of Lakshadweep,Union Territory of Lakshadweep
IN,케랄라 주,State of Kerala
IN,카르나타카 주,State of Karnataka
IN,우타르프라데시 주,Uttar Pradesh
IN,텔랑가나 주,State of Telangāna
IN,타밀나두 주,State of Tamil Nādu
IN,히마찰프라데시 주,State of Himāchal Pradesh
IN,하리아나 주,State of Haryāna
IN,구자라트 주,State of Gujarāt
IN,라다크,Ladakh
IN,아루나찰프라데시 주,State of Arunāchal Pradesh
IN,나갈랜드 주,State of Nāgāland
IN,미조람 주,Mizoram
IN,메갈라야 주,Meghālaya
IN,마니푸르 주,Manipur
IN,State of Jammu and Kashmīr,State of Jammu and Kashmīr
IN,트리푸라 주,Tripura
IN,시킴 주,Sikkim
IN,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu
IN,National Capital Territory of Delhi,National Capital Territory of Delhi
IN,찬디가르,Union Territory of Chandigarh
IN,고아 주,Goa
